store_id,sku_id,day_of_week,month,is_holiday,price,promotion,temperature,inventory_level,competitor_price,store_traffic,prediction,units_sold
22.0,32.0,4.0,7.0,0.0,9.84,1.0,89.1,134.0,8.85,1771.0,57.993177397965994,71.0
6.0,66.0,3.0,10.0,0.0,63.66,1.0,69.9,177.0,55.52,573.0,59.54206595467389,53.0
7.0,14.0,1.0,5.0,0.0,31.16,0.0,92.0,406.0,31.72,1931.0,42.011261810411355,42.0
4.0,71.0,3.0,1.0,0.0,25.45,0.0,39.7,337.0,31.16,896.0,37.196401914047634,34.0
5.0,89.0,1.0,2.0,0.0,123.85,1.0,50.8,103.0,147.35,603.0,64.75632134596293,56.0
25.0,29.0,0.0,7.0,0.0,110.58,0.0,103.0,484.0,105.11,1784.0,34.947133544598394,35.0
21.0,34.0,3.0,11.0,0.0,118.64,0.0,57.5,291.0,118.95,271.0,31.748517791155404,23.0
13.0,78.0,6.0,8.0,0.0,118.22,0.0,99.7,184.0,151.55,442.0,46.45191806817173,50.0
24.0,93.0,5.0,7.0,0.0,100.15,0.0,84.9,213.0,81.73,1246.0,31.820191026919826,25.0
13.0,66.0,0.0,2.0,0.0,138.07,1.0,60.3,422.0,117.56,725.0,43.43916517403605,41.0
21.0,46.0,4.0,5.0,0.0,48.96,1.0,73.4,463.0,57.88,1591.0,56.553224553395076,61.0
12.0,2.0,0.0,8.0,0.0,46.22,0.0,90.1,451.0,58.77,572.0,35.74184705140064,43.0
12.0,52.0,4.0,5.0,0.0,110.78,0.0,87.7,282.0,122.58,1763.0,44.247481347731146,41.0
10.0,9.0,6.0,7.0,0.0,97.57,1.0,94.6,13.0,82.62,1090.0,54.30407425764353,55.0
5.0,56.0,1.0,2.0,0.0,107.27,1.0,51.7,395.0,137.23,1259.0,67.42737215302455,72.0
24.0,25.0,5.0,12.0,1.0,69.8,1.0,41.9,348.0,82.11,201.0,82.05285828774174,78.0
23.0,39.0,4.0,2.0,0.0,128.32,0.0,57.3,320.0,162.45,1953.0,50.42660055409567,58.0
16.0,32.0,1.0,8.0,0.0,75.29,1.0,98.8,371.0,90.33,1481.0,57.095335291309155,44.0
8.0,55.0,4.0,2.0,0.0,94.13,0.0,41.3,44.0,92.64,1121.0,37.692186189582856,43.0
10.0,71.0,1.0,1.0,0.0,88.8,0.0,34.0,383.0,90.84,1422.0,38.13847498121971,39.0
19.0,40.0,0.0,2.0,0.0,83.32,1.0,36.2,16.0,85.32,1327.0,55.25318953414993,59.0
9.0,37.0,5.0,4.0,0.0,58.9,1.0,59.0,368.0,68.89,1477.0,57.74732838579993,60.0
4.0,75.0,4.0,5.0,0.0,81.64,0.0,83.9,43.0,100.24,1696.0,41.297415331352745,48.0
14.0,28.0,6.0,2.0,0.0,82.0,0.0,53.2,294.0,96.11,1337.0,38.13201428755954,38.0
16.0,50.0,1.0,1.0,0.0,131.41,0.0,44.5,404.0,122.42,1015.0,27.255804263401846,23.0
23.0,49.0,0.0,1.0,0.0,54.41,1.0,51.4,56.0,54.67,1790.0,58.4214929127891,71.0
19.0,59.0,4.0,7.0,0.0,121.51,0.0,91.2,291.0,123.92,310.0,32.297092652305665,39.0
29.0,46.0,4.0,4.0,0.0,18.56,0.0,68.2,235.0,20.64,1915.0,40.173791677956096,34.0
18.0,18.0,4.0,6.0,0.0,16.74,0.0,82.7,420.0,18.04,1644.0,35.63400733086789,37.0
26.0,63.0,3.0,7.0,0.0,99.66,1.0,100.5,239.0,118.52,1430.0,59.83360780816385,57.0
15.0,36.0,6.0,8.0,0.0,81.27,0.0,87.9,287.0,96.21,581.0,36.25665247603995,42.0
6.0,32.0,1.0,7.0,0.0,105.71,0.0,95.9,365.0,106.64,186.0,40.187563780509635,48.0
5.0,4.0,6.0,4.0,0.0,34.14,0.0,74.9,42.0,42.33,574.0,36.25126848817073,44.0
20.0,52.0,4.0,3.0,0.0,63.44,1.0,69.7,337.0,57.99,1438.0,55.172438292304335,47.0
16.0,74.0,6.0,5.0,0.0,49.61,0.0,76.2,280.0,59.55,681.0,33.09866493568925,23.0
26.0,49.0,6.0,7.0,0.0,60.08,0.0,101.8,101.0,55.02,1010.0,32.05933602207697,26.0
26.0,32.0,1.0,6.0,0.0,30.36,1.0,82.4,220.0,37.12,724.0,52.21264217880732,50.0
21.0,73.0,1.0,1.0,0.0,75.76,1.0,41.0,421.0,82.41,1355.0,56.183628643215,56.0
21.0,66.0,6.0,6.0,0.0,25.48,0.0,98.2,16.0,26.36,1755.0,36.43645295000068,40.0
29.0,63.0,4.0,5.0,0.0,145.48,0.0,95.0,281.0,143.38,1911.0,37.46992592593845,47.0
27.0,96.0,5.0,12.0,0.0,33.37,1.0,62.0,261.0,40.89,1392.0,56.893308011639164,57.0
5.0,23.0,4.0,3.0,0.0,6.01,0.0,51.7,100.0,7.49,1710.0,38.28294882216607,36.0
5.0,1.0,4.0,12.0,1.0,121.6,1.0,50.8,53.0,98.85,973.0,77.54181156140226,52.0
7.0,43.0,0.0,8.0,0.0,104.88,1.0,88.6,434.0,112.64,292.0,59.831057929565944,55.0
30.0,80.0,4.0,5.0,0.0,135.48,1.0,78.3,198.0,169.32,1156.0,69.5836745690494,66.0
25.0,95.0,1.0,11.0,0.0,18.08,0.0,62.8,459.0,19.83,1493.0,34.258739782878294,26.0
29.0,41.0,4.0,8.0,0.0,22.25,1.0,83.1,49.0,19.04,113.0,53.77967990889097,56.0
24.0,59.0,1.0,7.0,0.0,102.75,1.0,79.6,96.0,124.81,1242.0,61.243569982285386,60.0
5.0,94.0,4.0,9.0,0.0,68.96,0.0,75.7,327.0,70.01,1709.0,40.11297211324833,44.0
27.0,78.0,2.0,10.0,0.0,44.87,1.0,84.3,220.0,57.25,1027.0,55.31234283722524,66.0
11.0,13.0,0.0,4.0,0.0,98.77,1.0,72.8,128.0,90.9,85.0,50.88861423785739,34.0
15.0,28.0,4.0,1.0,0.0,135.8,0.0,53.6,44.0,153.97,1926.0,46.4658884303343,48.0
1.0,84.0,0.0,1.0,0.0,117.65,1.0,36.0,108.0,125.92,236.0,52.43265834584766,47.0
6.0,45.0,3.0,5.0,0.0,23.22,1.0,68.6,448.0,25.18,1190.0,61.05531493822526,75.0
23.0,80.0,4.0,4.0,0.0,144.6,0.0,71.0,133.0,143.25,1416.0,35.833493259309485,36.0
15.0,96.0,0.0,2.0,0.0,33.78,1.0,43.1,430.0,33.42,849.0,53.997931790027344,62.0
26.0,32.0,3.0,8.0,0.0,116.3,0.0,80.0,168.0,112.76,59.0,30.301526323515937,26.0
20.0,86.0,0.0,2.0,0.0,148.86,1.0,42.5,495.0,171.28,1562.0,65.51091918589815,57.0
27.0,6.0,2.0,8.0,0.0,96.01,1.0,80.9,200.0,84.48,872.0,53.09257231790551,39.0
28.0,90.0,4.0,4.0,0.0,62.38,0.0,62.1,94.0,78.29,1319.0,36.046647121981735,45.0
11.0,7.0,2.0,10.0,0.0,48.44,0.0,73.1,185.0,41.33,1419.0,37.182228781491496,28.0
19.0,47.0,4.0,7.0,0.0,62.49,1.0,101.2,101.0,80.01,1001.0,56.73033243589341,67.0
15.0,35.0,5.0,1.0,0.0,58.76,0.0,62.9,249.0,61.5,298.0,32.85418385216167,38.0
4.0,3.0,6.0,10.0,0.0,29.98,1.0,67.3,78.0,34.3,267.0,54.73829613861104,46.0
30.0,19.0,6.0,5.0,0.0,58.18,1.0,96.4,448.0,59.62,1036.0,53.214094744376254,38.0
10.0,21.0,1.0,1.0,0.0,21.92,0.0,47.5,94.0,22.38,629.0,34.47191460564931,40.0
6.0,100.0,1.0,6.0,0.0,83.74,1.0,95.4,243.0,104.63,1318.0,63.539960931989214,87.0
24.0,89.0,4.0,8.0,0.0,39.24,0.0,86.1,307.0,34.64,304.0,33.37383665818955,31.0
16.0,69.0,4.0,4.0,0.0,28.07,0.0,66.7,255.0,32.38,1621.0,34.83920696004909,39.0
6.0,48.0,1.0,2.0,0.0,128.19,1.0,35.8,153.0,143.8,114.0,59.85195324657532,82.0
12.0,29.0,5.0,5.0,0.0,145.22,1.0,94.2,30.0,167.98,1986.0,70.54106788489354,69.0
1.0,91.0,5.0,3.0,0.0,107.56,0.0,49.4,86.0,97.39,1782.0,30.820877759093733,25.0
11.0,14.0,2.0,2.0,0.0,127.51,0.0,37.9,352.0,107.35,1337.0,28.33460395364815,26.0
7.0,89.0,2.0,1.0,0.0,51.71,0.0,48.0,440.0,61.06,923.0,39.82402683158783,42.0
15.0,41.0,4.0,8.0,0.0,30.52,1.0,99.6,279.0,37.0,674.0,54.041482526951185,53.0
12.0,67.0,4.0,8.0,0.0,123.27,1.0,83.9,304.0,136.16,448.0,60.45742904916984,67.0
12.0,73.0,0.0,2.0,0.0,69.79,1.0,43.7,181.0,68.08,1232.0,56.827136467480095,49.0
21.0,70.0,4.0,10.0,0.0,115.92,1.0,73.4,473.0,139.57,1857.0,66.80445519868938,72.0
18.0,56.0,6.0,12.0,1.0,143.71,0.0,58.3,258.0,160.78,1418.0,72.91198228282438,78.0
24.0,91.0,2.0,7.0,0.0,85.73,0.0,99.4,182.0,84.67,1759.0,35.76377676685469,37.0
26.0,69.0,6.0,12.0,1.0,143.98,0.0,45.6,26.0,162.16,686.0,71.12379952572837,76.0
11.0,64.0,3.0,1.0,0.0,68.69,0.0,47.8,202.0,73.66,267.0,35.53476427929941,33.0
9.0,91.0,5.0,3.0,0.0,24.76,1.0,68.7,21.0,28.59,1261.0,56.22096226358015,53.0
13.0,22.0,3.0,3.0,0.0,136.94,0.0,68.0,209.0,141.39,301.0,34.80276448558647,32.0
1.0,37.0,5.0,1.0,0.0,57.3,1.0,35.6,260.0,59.63,888.0,49.14034574614104,57.0
28.0,63.0,2.0,5.0,0.0,73.57,1.0,76.7,262.0,93.33,657.0,56.61407857373671,68.0
8.0,25.0,0.0,1.0,0.0,67.69,0.0,42.5,62.0,67.87,95.0,36.00025456983743,44.0
25.0,6.0,6.0,5.0,0.0,114.14,0.0,86.7,113.0,113.22,1711.0,35.71475917901576,29.0
26.0,79.0,4.0,4.0,0.0,33.74,0.0,75.8,394.0,33.63,858.0,31.69094414141731,18.0
8.0,72.0,3.0,6.0,0.0,76.05,1.0,83.6,384.0,93.49,1799.0,64.65500634185447,75.0
22.0,12.0,1.0,1.0,0.0,35.4,0.0,51.9,153.0,37.95,656.0,34.379508612214224,45.0
10.0,20.0,3.0,1.0,0.0,112.86,0.0,61.8,23.0,128.77,766.0,40.014903847832905,46.0
29.0,7.0,3.0,2.0,0.0,103.91,1.0,60.6,11.0,86.12,997.0,52.40702722757445,50.0
19.0,80.0,2.0,11.0,1.0,9.68,0.0,49.6,371.0,11.56,1806.0,63.82249104412867,68.0
7.0,37.0,1.0,10.0,0.0,77.11,1.0,73.3,403.0,88.5,206.0,57.62291750358443,71.0
18.0,33.0,4.0,4.0,0.0,48.29,1.0,80.0,33.0,39.36,1685.0,56.645805447706756,50.0
13.0,84.0,5.0,8.0,0.0,23.25,0.0,95.9,96.0,25.02,480.0,33.27434759695511,28.0
23.0,37.0,3.0,9.0,0.0,108.7,0.0,81.8,176.0,134.4,1248.0,45.30493324409,52.0
5.0,37.0,4.0,2.0,0.0,26.03,0.0,43.2,44.0,31.78,1703.0,39.19808800469699,48.0
13.0,97.0,6.0,10.0,0.0,145.21,1.0,84.9,252.0,164.13,1424.0,67.11349097289958,72.0
5.0,85.0,6.0,7.0,0.0,138.29,0.0,103.9,125.0,161.63,327.0,46.12909228531437,43.0
18.0,31.0,3.0,1.0,0.0,75.06,0.0,61.7,363.0,64.49,151.0,32.23371288443352,31.0
17.0,81.0,1.0,5.0,0.0,118.66,1.0,83.0,450.0,127.01,1350.0,57.424079443245425,51.0
16.0,30.0,3.0,9.0,0.0,148.7,1.0,76.5,169.0,134.5,1716.0,52.45935239754859,37.0
11.0,33.0,2.0,8.0,0.0,138.58,0.0,88.7,335.0,123.91,621.0,26.81315321886142,18.0
22.0,25.0,4.0,1.0,0.0,29.66,1.0,47.6,27.0,35.03,1365.0,58.74774198729631,76.0
7.0,62.0,0.0,1.0,0.0,140.97,0.0,38.5,348.0,181.75,1287.0,54.072876350582746,54.0
12.0,42.0,3.0,11.0,0.0,42.08,0.0,67.1,499.0,52.5,326.0,37.47620985339343,39.0
16.0,12.0,2.0,4.0,0.0,14.86,0.0,65.4,99.0,14.95,54.0,29.863944204200884,17.0
13.0,9.0,4.0,9.0,0.0,71.07,0.0,86.4,142.0,79.05,953.0,35.65685426874632,36.0
26.0,55.0,2.0,1.0,0.0,26.63,0.0,43.9,123.0,34.21,119.0,30.068054695532,26.0
15.0,2.0,5.0,10.0,0.0,135.55,0.0,81.3,494.0,145.25,1473.0,39.487644589069966,38.0
16.0,53.0,0.0,2.0,0.0,75.74,0.0,39.3,254.0,63.71,833.0,31.840952621966238,23.0
23.0,15.0,2.0,7.0,1.0,147.15,0.0,104.3,317.0,149.94,960.0,61.84206395294596,54.0
10.0,71.0,2.0,4.0,0.0,15.53,1.0,72.1,447.0,15.66,1517.0,58.57996904118805,55.0
16.0,10.0,1.0,8.0,0.0,122.78,0.0,94.5,274.0,104.51,401.0,26.078187304022954,10.0
6.0,82.0,6.0,9.0,0.0,131.99,0.0,82.6,300.0,155.03,684.0,47.91367569543328,56.0
20.0,89.0,4.0,2.0,0.0,42.13,1.0,40.2,295.0,44.57,98.0,51.999633164467326,42.0
25.0,51.0,5.0,7.0,0.0,67.5,1.0,105.5,469.0,58.25,1269.0,53.02160790797095,48.0
11.0,81.0,5.0,9.0,0.0,12.76,1.0,103.5,289.0,12.27,1721.0,58.551840401964704,54.0
3.0,52.0,5.0,9.0,0.0,72.37,0.0,70.4,300.0,65.63,1845.0,41.20372596721478,35.0
19.0,4.0,1.0,11.0,0.0,33.7,1.0,56.5,209.0,43.7,563.0,53.69603295640732,61.0
6.0,56.0,4.0,11.0,0.0,143.09,0.0,44.9,151.0,181.88,99.0,51.779231093569045,56.0
5.0,45.0,3.0,3.0,0.0,34.14,1.0,63.1,319.0,34.3,1486.0,58.76425629183204,63.0
6.0,10.0,1.0,7.0,1.0,146.81,0.0,97.0,140.0,183.05,344.0,69.33876347713465,82.0
23.0,35.0,1.0,9.0,0.0,134.77,1.0,101.7,406.0,157.29,1920.0,66.57702752472075,79.0
7.0,3.0,1.0,9.0,0.0,37.65,1.0,84.0,178.0,39.57,576.0,57.005111111252,62.0
21.0,18.0,3.0,1.0,0.0,109.26,1.0,52.4,177.0,94.83,174.0,47.180288186241484,44.0
2.0,95.0,3.0,8.0,0.0,124.92,0.0,89.5,419.0,118.79,163.0,31.383233986476224,30.0
9.0,20.0,6.0,12.0,0.0,85.96,1.0,58.1,183.0,106.35,1903.0,61.5090623244866,66.0
9.0,34.0,0.0,3.0,0.0,147.53,1.0,71.2,324.0,144.57,952.0,51.3917493723867,49.0
1.0,64.0,3.0,4.0,0.0,103.9,0.0,70.2,12.0,103.08,1380.0,29.93352842539588,39.0
30.0,24.0,6.0,7.0,0.0,130.45,0.0,106.8,247.0,148.66,944.0,41.440255506678405,34.0
2.0,13.0,5.0,9.0,0.0,16.79,1.0,74.9,388.0,16.31,1256.0,57.0580669874288,49.0
4.0,53.0,5.0,5.0,0.0,22.74,0.0,77.1,223.0,20.76,385.0,36.57897146255463,34.0
11.0,54.0,2.0,9.0,0.0,33.43,1.0,99.3,56.0,36.25,1577.0,58.188188880265336,64.0
16.0,71.0,6.0,3.0,0.0,121.47,0.0,55.4,432.0,151.51,1994.0,48.20011585636844,42.0
9.0,12.0,0.0,11.0,0.0,68.33,1.0,47.2,328.0,60.23,770.0,55.12765366571441,53.0
7.0,67.0,4.0,8.0,0.0,145.81,1.0,92.6,207.0,139.01,1088.0,54.194673269200514,56.0
10.0,92.0,1.0,3.0,0.0,96.17,0.0,70.5,185.0,109.18,377.0,39.43364395922674,40.0
5.0,45.0,2.0,1.0,0.0,129.43,1.0,45.8,178.0,151.09,762.0,66.55691448996185,70.0
14.0,32.0,5.0,5.0,0.0,104.98,1.0,94.8,245.0,112.37,895.0,56.69441095342652,48.0
29.0,90.0,0.0,2.0,0.0,11.76,1.0,54.7,275.0,9.81,1388.0,57.81660961940533,62.0
16.0,8.0,6.0,4.0,0.0,53.63,0.0,66.2,33.0,49.32,506.0,30.898791484526154,27.0
8.0,69.0,4.0,3.0,0.0,9.31,0.0,66.2,317.0,12.02,491.0,37.92960095776876,45.0
7.0,5.0,6.0,7.0,0.0,30.41,0.0,98.5,72.0,34.46,186.0,36.840492896533796,40.0
23.0,22.0,5.0,3.0,0.0,132.41,1.0,74.8,60.0,157.99,146.0,64.46678276461977,64.0
26.0,79.0,6.0,5.0,0.0,114.54,0.0,100.8,247.0,134.78,438.0,39.70644543739625,31.0
26.0,66.0,3.0,11.0,0.0,56.75,1.0,63.7,219.0,54.53,1092.0,53.43350403781559,38.0
10.0,33.0,6.0,2.0,0.0,116.0,1.0,49.8,231.0,109.87,1567.0,57.83961393511489,44.0
24.0,79.0,4.0,4.0,0.0,71.97,1.0,78.6,185.0,93.28,1655.0,58.333794375339224,54.0
13.0,61.0,0.0,6.0,0.0,147.36,0.0,98.1,280.0,183.84,884.0,51.93838077358269,53.0
24.0,84.0,5.0,3.0,0.0,17.91,0.0,59.9,382.0,19.09,990.0,34.74890013628815,25.0
9.0,34.0,1.0,6.0,0.0,69.29,1.0,95.7,371.0,89.59,205.0,57.08877570716212,49.0
3.0,86.0,2.0,9.0,0.0,144.52,0.0,78.0,355.0,147.36,888.0,40.4380338211722,43.0
6.0,38.0,0.0,8.0,0.0,39.46,0.0,92.0,328.0,42.03,1180.0,41.188299528765064,50.0
11.0,32.0,5.0,1.0,0.0,98.61,1.0,40.3,42.0,80.21,505.0,52.5607747962934,40.0
2.0,26.0,2.0,5.0,0.0,129.72,1.0,84.4,408.0,136.7,1534.0,63.349885465769255,71.0
8.0,66.0,5.0,12.0,0.0,104.77,0.0,50.4,369.0,105.19,101.0,36.70095773925858,37.0
26.0,92.0,6.0,5.0,0.0,42.7,1.0,83.3,450.0,39.91,769.0,52.26847438212702,30.0
17.0,100.0,3.0,3.0,0.0,28.03,1.0,49.1,369.0,33.08,1431.0,56.36713328274692,56.0
23.0,7.0,5.0,2.0,0.0,84.18,1.0,47.6,280.0,101.36,714.0,55.63577534820819,58.0
30.0,37.0,4.0,8.0,0.0,49.92,1.0,99.7,231.0,56.82,416.0,52.41629286991733,47.0
19.0,60.0,1.0,1.0,0.0,57.64,0.0,60.6,281.0,65.58,941.0,35.120998491266846,38.0
14.0,68.0,1.0,12.0,0.0,134.05,0.0,48.7,413.0,121.14,1963.0,31.579314111627227,25.0
4.0,79.0,4.0,4.0,0.0,149.16,0.0,66.1,411.0,170.5,116.0,46.295881302977925,28.0
19.0,97.0,6.0,5.0,0.0,60.39,1.0,83.6,116.0,59.66,1212.0,55.92820891928117,60.0
2.0,7.0,5.0,11.0,0.0,116.95,1.0,66.0,112.0,131.81,1261.0,63.640822293500044,72.0
3.0,26.0,2.0,12.0,0.0,13.24,1.0,44.8,494.0,13.61,581.0,57.93757200246709,61.0
7.0,54.0,0.0,2.0,0.0,94.04,0.0,32.6,109.0,119.98,1816.0,47.03354464672688,54.0
6.0,100.0,4.0,11.0,0.0,126.38,0.0,70.3,91.0,129.95,1574.0,40.053684064138075,50.0
26.0,30.0,5.0,9.0,0.0,19.71,1.0,97.3,127.0,22.93,1755.0,55.89177424484038,50.0
26.0,32.0,2.0,10.0,0.0,81.78,1.0,73.4,435.0,79.12,1397.0,52.96660050799464,40.0
11.0,95.0,4.0,5.0,0.0,146.06,0.0,80.1,242.0,119.23,378.0,24.723809180508617,16.0
25.0,79.0,4.0,7.0,1.0,119.25,1.0,96.9,310.0,138.17,1146.0,83.3842679473673,100.0
15.0,16.0,1.0,5.0,0.0,135.97,0.0,90.0,400.0,136.2,1770.0,33.24697564353502,40.0
25.0,80.0,4.0,4.0,0.0,105.67,1.0,61.0,56.0,125.71,528.0,59.6876881100533,48.0
10.0,35.0,0.0,9.0,0.0,122.95,1.0,77.1,372.0,131.27,1829.0,61.42891405499134,75.0
9.0,100.0,4.0,3.0,0.0,106.21,0.0,47.1,210.0,102.55,1309.0,35.747749768307216,36.0
5.0,88.0,1.0,6.0,0.0,113.12,1.0,99.2,115.0,110.9,1643.0,60.69739215412654,69.0
29.0,45.0,2.0,9.0,0.0,25.08,1.0,77.0,457.0,22.06,1945.0,56.92684065927185,64.0
22.0,87.0,2.0,3.0,0.0,17.44,1.0,60.7,40.0,19.95,1681.0,58.77678597767145,69.0
9.0,28.0,5.0,8.0,0.0,79.81,0.0,88.3,293.0,64.52,1482.0,37.41186664229181,25.0
22.0,49.0,2.0,12.0,0.0,96.99,0.0,50.2,283.0,124.84,387.0,42.47489251594904,60.0
10.0,37.0,1.0,1.0,0.0,26.8,0.0,39.9,267.0,29.94,1107.0,37.396070196785715,45.0
7.0,30.0,6.0,11.0,0.0,61.84,1.0,45.9,44.0,54.32,1381.0,60.64473101823219,58.0
14.0,95.0,4.0,3.0,0.0,67.06,0.0,56.4,498.0,65.49,664.0,34.60392731416657,31.0
7.0,8.0,4.0,11.0,0.0,12.91,1.0,69.6,241.0,10.54,464.0,58.42696703148309,59.0
7.0,30.0,5.0,1.0,0.0,91.25,0.0,50.5,230.0,95.41,488.0,38.2103140888117,45.0
18.0,45.0,2.0,3.0,0.0,147.52,1.0,59.4,459.0,177.16,1923.0,69.95788910824243,81.0
5.0,82.0,3.0,7.0,0.0,65.12,1.0,105.8,194.0,68.77,247.0,56.19458063431368,66.0
18.0,82.0,1.0,2.0,0.0,67.86,0.0,55.8,76.0,77.92,53.0,33.390455436543306,40.0
29.0,73.0,6.0,11.0,0.0,145.14,1.0,46.4,407.0,176.74,1109.0,68.43163363714415,79.0
13.0,88.0,5.0,4.0,0.0,7.94,0.0,73.6,154.0,7.87,88.0,32.73700434829853,34.0
27.0,85.0,3.0,11.0,1.0,5.3,0.0,55.0,190.0,4.6,983.0,62.52648002461409,74.0
2.0,61.0,0.0,12.0,0.0,80.27,1.0,53.1,306.0,101.72,1774.0,62.60692434202985,80.0
30.0,16.0,5.0,12.0,0.0,138.35,0.0,41.7,280.0,134.41,1176.0,33.74591484780182,30.0
25.0,58.0,0.0,5.0,0.0,133.91,0.0,81.7,96.0,172.46,1597.0,51.51304919991616,63.0
17.0,46.0,5.0,2.0,0.0,54.06,1.0,40.4,157.0,47.33,1799.0,57.04389445026099,45.0
13.0,21.0,2.0,2.0,0.0,105.29,0.0,53.1,479.0,94.57,1225.0,31.458714962186125,33.0
10.0,80.0,6.0,4.0,0.0,27.03,0.0,83.7,71.0,23.1,930.0,37.357139371973766,41.0
3.0,84.0,4.0,12.0,0.0,145.5,0.0,31.6,154.0,186.46,512.0,51.06433643063841,54.0
16.0,6.0,2.0,2.0,0.0,114.74,1.0,60.0,317.0,99.26,685.0,46.64860328746134,26.0
7.0,64.0,4.0,2.0,0.0,105.52,1.0,49.0,149.0,136.2,1660.0,70.2014521918344,71.0
23.0,48.0,5.0,1.0,0.0,9.57,0.0,46.8,181.0,9.22,957.0,35.188973905771164,37.0
12.0,72.0,2.0,4.0,0.0,67.24,1.0,74.1,253.0,66.68,1195.0,57.42322866816492,63.0
29.0,44.0,3.0,1.0,0.0,105.48,0.0,41.6,326.0,101.44,1795.0,36.73640319028787,36.0
9.0,44.0,2.0,4.0,0.0,62.73,1.0,75.9,396.0,57.37,1467.0,56.28752915697225,44.0
4.0,63.0,4.0,6.0,0.0,17.12,1.0,85.3,245.0,18.48,1899.0,59.87251035635776,67.0
12.0,77.0,4.0,9.0,0.0,47.67,1.0,79.3,487.0,48.48,727.0,57.53928786440224,69.0
24.0,14.0,5.0,7.0,0.0,95.27,1.0,108.3,48.0,123.42,718.0,59.32851716474453,64.0
20.0,88.0,2.0,1.0,0.0,135.66,1.0,51.3,59.0,118.55,736.0,44.26786970161708,44.0
11.0,79.0,1.0,11.0,1.0,72.09,1.0,59.5,254.0,66.34,446.0,81.89799659023282,80.0
